Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
Orion Health,https://www.orionhealth.com,https://www.orionhealth.com/careers,New Zealand,Auckland,HealthTech,Clinical Information Systems,Mid-market,501-1000,Government Supplier,Hybrid,Yes,Unknown,New Zealand,Data Engineer / Backend Engineer,"Java, Spring Boot, FHIR, HL7, SQL, Azure",New Zealand,workforceguardai,None,High,Leading NZ health IT company with ANZ government contracts; Spring Boot and FHIR stack is a direct match; active visa sponsor for NZ.,AI Research Batch 005,Yes,Unknown
Jade Software,https://www.jadeworld.com,https://www.jadeworld.com/careers,New Zealand,Christchurch,GovTech,Enterprise Software,Mid-market,201-500,Government Supplier,Hybrid,Yes,Unknown,New Zealand,Data Engineer / Backend Engineer,"Java, Python, SQL, REST APIs, cloud",New Zealand,workforceguardai,None,Medium,NZ-based enterprise software company with government and transport clients; Christchurch base adds city diversity; data engineering roles growing.,AI Research Batch 005,Yes,Unknown
Raygun,https://www.raygun.com,https://www.raygun.com/about/careers,New Zealand,Wellington,Data/AI Platforms,Application Performance Monitoring,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,New Zealand,Data Engineer / Backend Engineer,"Python, .NET, AWS, data pipelines, SQL",New Zealand,aequitas,None,Medium,Wellington-based application monitoring SaaS with global customers; data and backend engineering roles; Wellington adds city diversity.,AI Research Batch 005,Yes,Unknown
PaperCut,https://www.papercut.com,https://www.papercut.com/careers,New Zealand,Melbourne,Enterprise SaaS,Print Management SaaS,Mid-market,201-500,Tech Company,Hybrid,Unknown,Unknown,AU/NZ,Data Engineer / Backend Engineer,"Python, Java, AWS, REST APIs, data analytics",AU/NZ,workforceguardai,None,Medium,NZ-founded global print management software company; data engineering and analytics roles growing with their SaaS transformation.,AI Research Batch 005,Yes,Unknown
Timely,https://www.gettimely.com,https://www.gettimely.com/careers,New Zealand,Christchurch,Enterprise SaaS,Appointment Scheduling SaaS,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,New Zealand,Data Engineer / Backend Engineer,"Python, Ruby, AWS, PostgreSQL, REST APIs",New Zealand,workforceguardai,None,Medium,NZ SaaS company for salon and wellness scheduling; data analytics and backend engineering roles; Christchurch adds city diversity.,AI Research Batch 005,Yes,Unknown
Fergus,https://www.fergus.com,https://www.fergus.com/careers,New Zealand,Auckland,Enterprise SaaS,Field Service Management,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,New Zealand,Data Engineer / Backend Engineer,"Python, Node.js, AWS, PostgreSQL, REST APIs",New Zealand,workforceguardai,None,Medium,Auckland-based field service management SaaS with growing ANZ customer base; data and backend engineering roles relevant to candidate.,AI Research Batch 005,Yes,Unknown
Intelematics,https://www.intelematics.com,https://www.intelematics.com/careers,Australia,Melbourne,Smart Cities,Connected Vehicle & Transport Analytics,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, AWS, IoT, geospatial, data pipelines, ML",Australia,aequitas,None,High,Melbourne transport analytics company providing connected-vehicle and traffic data services; aequitas transport analytics project is a direct portfolio match.,AI Research Batch 005,Yes,Unknown
Lendi Group,https://www.lendi.com.au,https://www.lendi.com.au/careers,Australia,Sydney,FinTech,Mortgage Lending Platform,Scaleup,501-1000,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, AWS, dbt, SQL, data pipelines",Australia,bharat-alpha,None,High,Sydney-based digital mortgage marketplace with major growth; dbt and data engineering stack matches candidate; bharat-alpha financial data work is relevant.,AI Research Batch 005,Yes,Unknown
Valiant Finance,https://www.valiant.finance,https://www.valiant.finance/careers,Australia,Sydney,FinTech,SME Lending Marketplace,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, AWS, REST APIs, data analytics, SQL",Australia,bharat-alpha,None,Medium,Sydney SME lending marketplace growing rapidly; data analytics and backend engineering roles align with candidate's bharat-alpha financial data experience.,AI Research Batch 005,Yes,Unknown
Xceptional,https://www.xceptional.io,https://www.xceptional.io/careers,Australia,Sydney,HealthTech / GovTech,Neurodiversity Employment Tech,Scaleup,11-50,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, AWS, REST APIs, data analytics, ML",Australia,workforceguardai,None,High,Sydney workforce analytics startup focused on neurodiversity employment; workforceguardai analytics is a direct portfolio match for their core mission.,AI Research Batch 005,Yes,Unknown
Agtuary,https://www.agtuary.com,https://www.agtuary.com/careers,Australia,Sydney,FinTech / AgriTech,Agricultural Finance Analytics,Scaleup,11-50,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, GCP, geospatial, ML, data pipelines, SQL",Australia,"aequitas,bharat-alpha",None,High,Sydney agri-finance analytics startup combining geospatial farm data with financial analytics; aequitas geospatial and bharat-alpha financial data skills map directly.,AI Research Batch 005,Yes,Unknown
Vend (Lightspeed),https://www.vendhq.com,https://www.lightspeedhq.com/careers,New Zealand,Auckland,Enterprise SaaS,Retail POS & Analytics,Mid-market,1001-5000,Tech Company,Hybrid,Yes,Unknown,New Zealand,Data Engineer / Backend Engineer,"Python, Ruby, AWS, PostgreSQL, dbt, REST APIs",New Zealand,bharat-alpha,None,Medium,NZ-founded retail SaaS platform now part of Lightspeed; active visa sponsor as Lightspeed entity; data engineering and analytics roles growing.,AI Research Batch 005,Yes,Unknown
Mercari,https://www.mercari.com,https://careers.mercari.com,Japan,Tokyo,eCommerce,C2C Marketplace,Public,1001-5000,International Hirer,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Python, Go, GCP, BigQuery, Kubernetes, microservices",Japan,bharat-alpha,None,High,Mercari is Japan's most prominent English-first tech company; well-documented HSFP and work visa sponsor; strong GCP and data engineering teams; international-first hiring culture.,AI Research Batch 006,Yes,Unknown
SmartHR,https://smarthr.jp,https://smarthr.jp/jobs,Japan,Tokyo,HRTech,Cloud HR SaaS,Scaleup,501-1000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / Backend Engineer / ML Engineer,"Python, Ruby, React, PostgreSQL, AWS, dbt",Japan,workforceguardai,None,High,SmartHR is Japan's leading cloud HR platform; English-speaking engineering team; known HSFP visa sponsor; workforceguardai aligns directly with their HR analytics product.,AI Research Batch 006,Yes,Unknown
Freee,https://www.freee.co.jp,https://corp.freee.co.jp/recruit,Japan,Tokyo,FinTech,Cloud Accounting SaaS,Public,501-1000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / Backend Engineer,"Python, Ruby on Rails, AWS, PostgreSQL, Redshift",Japan,"bharat-alpha,workforceguardai",Japanese (Learning),High,Freee is a leading Japanese cloud accounting and HR SaaS; public company on TSE; has hired international engineers; data and backend engineering roles are frequent.,AI Research Batch 006,Yes,Unknown
Sansan,https://sansan.com,https://jp.corp-sansan.com/recruit,Japan,Tokyo,SaaS,Business Card / Contact Management SaaS,Public,501-1000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Python, GCP, BigQuery, TensorFlow, Java",Japan,workforceguardai,Japanese (Learning),High,Sansan is a well-known Japanese SaaS company on TSE; ML-heavy product (OCR and entity recognition); active HSFP-era visa sponsor with English-friendly engineering culture.,AI Research Batch 006,Yes,Unknown
Recruit Holdings,https://www.recruit.co.jp,https://www.recruit.co.jp/employment,Japan,Tokyo,HRTech,Recruiting & HR Platforms,Public,10001+,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Data Scientist,"Python, Java, GCP, BigQuery, Spark, Hadoop",Japan,workforceguardai,Japanese (Learning),High,Recruit Holdings owns Indeed and Glassdoor globally; large data and AI engineering teams; well-known international hiring track record; strong portfolio match on workforceguardai.,AI Research Batch 006,Yes,Unknown
M3,https://corporate.m3.com,https://corporate.m3.com/recruit,Japan,Tokyo,HealthTech,Medical Information Platform,Public,1001-5000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / Backend Engineer / ML Engineer,"Python, Java, Scala, AWS, Spark",Japan,bharat-alpha,Japanese (Learning),High,M3 is a TSE-listed healthcare information platform with global presence; active data engineering teams; known to hire international engineers in Tokyo.,AI Research Batch 006,Yes,Unknown
Money Forward,https://moneyforward.com,https://corp.moneyforward.com/recruit,Japan,Tokyo,FinTech,Personal Finance & SMB Accounting SaaS,Public,1001-5000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / Backend Engineer,"Python, Ruby, AWS, Redshift, dbt",Japan,bharat-alpha,Japanese (Learning),High,Money Forward is a TSE-listed FinTech SaaS offering personal finance and SMB accounting; strong data team; bharat-alpha financial data RAG aligns with their core product.,AI Research Batch 006,Yes,Unknown
Merpay,https://merpay.com,https://merpay.com/hiring,Japan,Tokyo,FinTech,Mobile Payments,Scaleup,501-1000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Backend Engineer / Data Engineer / ML Engineer,"Go, Python, GCP, Spanner, Kubernetes, microservices",Japan,bharat-alpha,None,High,Merpay is Mercari's FinTech arm offering mobile payments and BNPL; English-first environment like parent Mercari; GCP-native stack; active international hiring.,AI Research Batch 006,Yes,Unknown
PayPay,https://paypay.ne.jp,https://about.paypay.ne.jp/career,Japan,Tokyo,FinTech,Mobile Payments,Scaleup,1001-5000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Backend Engineer / Data Engineer / ML Engineer,"Java, Spring Boot, Python, GCP, Kafka, Kubernetes",Japan,"bharat-alpha,masova-platform",Japanese (Learning),High,PayPay is Japan's largest QR payment platform (SoftBank/Yahoo JV); Spring Boot and event-driven stack aligns with candidate's masova-platform; large data engineering org.,AI Research Batch 006,Yes,Unknown
LINE Yahoo Japan,https://www.lycorp.co.jp,https://www.lycorp.co.jp/ja/recruit,Japan,Tokyo,Internet,Messaging / Search / eCommerce,Public,10001+,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Java, Python, Scala, Hadoop, Flink, Kafka, GCP",Japan,bharat-alpha,Japanese (Learning),High,LY Corporation (LINE + Yahoo Japan merger) is one of Japan's largest internet companies; major data and ML engineering teams; known to hire international engineers via HSFP.,AI Research Batch 006,Yes,Unknown
Cookpad,https://cookpad.com,https://info.cookpad.com/careers,Japan,Tokyo,Consumer Tech,Recipe & Food Tech,Public,501-1000,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / Backend Engineer / ML Engineer,"Ruby, Python, GCP, BigQuery, TensorFlow",Japan,bharat-alpha,None,Medium,Cookpad is a globally operating Japanese recipe platform; English-speaking engineering culture; GCP-native stack; known for hiring international engineers in Tokyo.,AI Research Batch 006,Yes,Unknown
BASE,https://thebase.in,https://binc.jp/careers,Japan,Tokyo,eCommerce,eCommerce SaaS Platform,Public,501-1000,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / Backend Engineer,"Python, Go, PHP, GCP, BigQuery, MySQL",Japan,bharat-alpha,Japanese (Learning),Medium,BASE is a TSE-listed SMB eCommerce platform; FinTech spin-off PAY.JP; active data engineering; growing international hiring posture.,AI Research Batch 006,Yes,Unknown
Preferred Networks,https://www.preferred.jp,https://www.preferred.jp/ja/careers,Japan,Tokyo,AI/ML,Deep Learning & Robotics,Scaleup,201-500,HSFP Friendly,Hybrid,Yes,Unknown,Japan,ML Engineer / Data Engineer / Research Engineer,"Python, C++, CUDA, Chainer, MN-Core, GCP",Japan,bharat-alpha,None,High,Preferred Networks is Japan's most prominent deep learning company; built Chainer; active in autonomous driving and robotics; English-speaking research environment; known HSFP sponsor.,AI Research Batch 006,Yes,Unknown
PKSHA Technology,https://pkshatech.com,https://pkshatech.com/careers,Japan,Tokyo,AI/ML,NLP & Conversational AI SaaS,Public,201-500,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,ML Engineer / Data Engineer / NLP Engineer,"Python, PyTorch, FastAPI, GCP, Kubernetes",Japan,bharat-alpha,Japanese (Learning),High,PKSHA is a TSE-listed AI company developing LLM and NLP products for Japanese enterprise; FastAPI stack directly matches candidate; RAG and LLM work from bharat-alpha and eu-ai-assurance-os highly relevant.,AI Research Batch 006,Yes,Unknown
BrainPad,https://www.brainpad.co.jp,https://www.brainpad.co.jp/careers,Japan,Tokyo,AI/ML,Data Analytics Consulting & SaaS,Scaleup,201-500,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / ML Engineer / Data Scientist,"Python, R, GCP, BigQuery, dbt, Spark",Japan,bharat-alpha,Japanese (Learning),High,BrainPad is a well-respected Japanese data analytics and AI consulting firm; dbt and GCP stack directly matches candidate; active hiring for data engineers.,AI Research Batch 006,Yes,Unknown
Treasure Data,https://www.treasuredata.com,https://www.treasuredata.com/company/careers,Japan,Tokyo,Data & Analytics,Customer Data Platform,Scaleup,501-1000,International Hirer,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Python, Java, Presto, Hive, AWS, GCP, Kafka",Japan,bharat-alpha,None,High,Treasure Data (part of Arm) is a globally leading CDP founded in Japan; strong English-speaking engineering culture; Presto/Hadoop expertise; known international hiring track record and HSFP sponsor.,AI Research Batch 006,Yes,Unknown
Soracom,https://soracom.io,https://soracom.io/careers,Japan,Tokyo,IoT,IoT Connectivity Platform,Scaleup,201-500,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Backend Engineer / Data Engineer / Platform Engineer,"Python, Go, Java, AWS, Kubernetes, Terraform",Japan,masova-platform,None,High,Soracom is a globally operating IoT connectivity company founded in Japan; English engineering culture; AWS-native; microservices architecture matches masova-platform; known HSFP sponsor.,AI Research Batch 006,Yes,Unknown
Cogent Labs,https://www.cogent.co.jp,https://www.cogent.co.jp/careers,Japan,Tokyo,AI/ML,Document AI & OCR SaaS,Scaleup,201-500,International Hirer,Hybrid,Yes,Unknown,Japan,ML Engineer / Data Engineer / Backend Engineer,"Python, TensorFlow, PyTorch, FastAPI, GCP, Kubernetes",Japan,bharat-alpha,None,High,Cogent Labs develops deep-learning OCR and document AI products; English-first engineering culture (founded by international team); FastAPI and GCP stack matches candidate; active HSFP sponsor.,AI Research Batch 006,Yes,Unknown
LeapMind,https://leapmind.io,https://leapmind.io/company/jobs,Japan,Tokyo,AI/ML,Edge AI & Deep Learning Compression,Startup,51-200,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,ML Engineer / Data Engineer,"Python, C++, PyTorch, FPGA, GCP",Japan,bharat-alpha,None,Medium,LeapMind specialises in compressed deep learning for edge devices; niche AI hardware/software stack; English-friendly team; HSFP-eligible employer category.,AI Research Batch 006,Yes,Unknown
Datasection,https://www.datasection.co.jp,https://www.datasection.co.jp/recruit,Japan,Tokyo,AI/ML,Data Collection & Annotation Platform,Scaleup,201-500,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / ML Engineer,"Python, GCP, BigQuery, Spark, label tooling",Japan,bharat-alpha,Japanese (Learning),Medium,Datasection is a Japanese data platform company specialising in training data collection and annotation services for AI; growing data engineering function; HSFP employer.,AI Research Batch 006,Yes,Unknown
Finatext,https://finatext.com,https://finatext.com/recruit,Japan,Tokyo,FinTech,Financial Data & Investment SaaS,Scaleup,201-500,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / Backend Engineer / ML Engineer,"Python, Go, AWS, Kafka, PostgreSQL, event-driven",Japan,bharat-alpha,Japanese (Learning),High,Finatext is a Japanese FinTech scaleup providing financial data APIs and investment platforms; event-driven architecture and financial data stack directly matches bharat-alpha and masova-platform; HSFP-eligible.,AI Research Batch 006,Yes,Unknown
WealthNavi,https://www.wealthnavi.com,https://www.wealthnavi.com/careers,Japan,Tokyo,FinTech,Robo-Advisory & Wealth Management,Public,201-500,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / Backend Engineer / ML Engineer,"Python, AWS, Ruby on Rails, PostgreSQL, Kubernetes",Japan,bharat-alpha,Japanese (Learning),High,WealthNavi is Japan's leading robo-advisor and TSE-listed; financial data and ML pipeline aligns with bharat-alpha; growing engineering team post-IPO; HSFP-eligible.,AI Research Batch 006,Yes,Unknown
Paidy,https://paidy.com,https://paidy.com/careers,Japan,Tokyo,FinTech,BNPL & Consumer Credit,Scaleup,201-500,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Python, Scala, Spark, AWS, Kafka, microservices",Japan,bharat-alpha,None,High,Paidy (acquired by PayPal) is Japan's leading BNPL platform; English-working environment; Scala/Spark data platform; credit risk ML; event-driven microservices aligns masova-platform.,AI Research Batch 006,Yes,Unknown
Kyash,https://kyash.co,https://kyash.co/careers,Japan,Tokyo,FinTech,Digital Wallet & Card Payments,Startup,51-200,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Backend Engineer / Data Engineer,"Python, Go, GCP, Kubernetes, event-driven",Japan,bharat-alpha,None,Medium,Kyash is a Japanese digital wallet startup offering prepaid Visa cards and P2P payments; GCP-native; English-friendly startup culture; HSFP-eligible employer.,AI Research Batch 006,Yes,Unknown
Bizreach (Visional),https://www.visional.inc,https://www.visional.inc/ja/recruit.html,Japan,Tokyo,HRTech,Recruiting Platform & HR SaaS,Public,1001-5000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Python, Java, AWS, Elasticsearch, Spark, dbt",Japan,workforceguardai,Japanese (Learning),High,Visional (Bizreach parent) is a TSE-listed HRTech group operating Japan's largest executive recruiting platform; workforceguardai HR analytics directly aligned; active HSFP sponsor.,AI Research Batch 006,Yes,Unknown
Jinjer,https://jinjer.co.jp,https://jinjer.co.jp/careers,Japan,Tokyo,HRTech,Cloud HR & Attendance SaaS,Scaleup,201-500,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / Backend Engineer,"Python, Ruby on Rails, AWS, MySQL, dbt",Japan,workforceguardai,Japanese (Learning),Medium,Jinjer is a Japanese cloud HR and attendance management SaaS targeting SMBs; growing data engineering function; workforceguardai portfolio theme directly aligned.,AI Research Batch 006,Yes,Unknown
NTT Data,https://www.nttdata.com,https://www.nttdata.com/global/en/career,Japan,Tokyo,GovTech,IT Services & Systems Integration,Public,10001+,GovTech,Hybrid,Yes,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Java, Python, AWS, GCP, Azure, Spark, Kubernetes",Japan,"workforceguardai,masova-platform",Japanese (Learning),High,NTT Data is Japan's largest IT services company and major Digital Agency supplier; Spring Boot and Java stack matches masova-platform; active HSFP sponsor with international division hiring.,AI Research Batch 006,Yes,Unknown
Fujitsu Japan,https://www.fujitsu.com/jp,https://fujitsu.com/jp/about/resources/recruit,Japan,Tokyo,GovTech,IT Services & Digital Transformation,Public,10001+,GovTech,Hybrid,Yes,Unknown,Japan,Data Engineer / AI Engineer / Backend Engineer,"Python, Java, AWS, Azure, Kubernetes, AI platforms",Japan,workforceguardai,Japanese (Learning),High,Fujitsu is a key Digital Agency and government digital transformation supplier; AI and data divisions actively hiring; HSFP sponsor; Spring Boot and Python stack aligned.,AI Research Batch 006,Yes,Unknown
NEC AI Division,https://www.nec.com,https://www.nec.com/en/global/jobs,Japan,Tokyo,GovTech,AI & Public Safety Technology,Public,10001+,GovTech,Hybrid,Yes,Unknown,Japan,ML Engineer / Data Engineer / AI Engineer,"Python, C++, Java, GCP, NEC AI platform",Japan,"bharat-alpha,workforceguardai",Japanese (Learning),High,NEC's AI division develops facial recognition and AI analytics for government and enterprise; METI AI project contractor; HSFP sponsor with English-speaking AI research teams.,AI Research Batch 006,Yes,Unknown
Nomura Research Institute,https://www.nri.com,https://www.nri.com/en/career,Japan,Tokyo,GovTech,Financial & Government IT Consulting,Public,10001+,GovTech,Hybrid,Yes,Unknown,Japan,Data Engineer / Backend Engineer / Consultant,"Java, Python, AWS, Oracle, Spring Boot",Japan,"bharat-alpha,masova-platform",Japanese (Learning),High,NRI is Japan's largest IT consulting firm serving financial institutions and government; Spring Boot heavy; HSFP sponsor; bharat-alpha financial RAG and masova-platform microservices both relevant.,AI Research Batch 006,Yes,Unknown
Stripe Japan,https://stripe.com/jp,https://stripe.com/jobs,Japan,Tokyo,FinTech,Payments Infrastructure,Scaleup,1001-5000,International Hirer,Hybrid,Yes,Unknown,Japan,Backend Engineer / Data Engineer / Platform Engineer,"Python, Ruby, Go, AWS, GCP, Kubernetes, Kafka",Japan,"bharat-alpha,masova-platform",None,High,Stripe's Japan entity hires locally; fully English working environment; known HSFP sponsor through global HR infrastructure; event-driven payments backend matches masova-platform.,AI Research Batch 006,Yes,Unknown
Snowflake Japan,https://www.snowflake.com/en/company/japan,https://careers.snowflake.com,Japan,Tokyo,Data & Analytics,Cloud Data Platform,Scaleup,1001-5000,International Hirer,Hybrid,Yes,Unknown,Japan,Data Engineer / Solutions Engineer / ML Engineer,"Python, SQL, Snowflake, dbt, Spark",Japan,bharat-alpha,None,High,Snowflake Japan office is growing rapidly; fully English working environment; hires data engineers and solutions engineers locally; dbt and data pipeline skills directly match.,AI Research Batch 006,Yes,Unknown
Databricks Japan,https://www.databricks.com,https://www.databricks.com/company/careers,Japan,Tokyo,Data & Analytics,Unified Data Analytics Platform,Scaleup,5001-10000,International Hirer,Hybrid,Yes,Unknown,Japan,Data Engineer / Solutions Architect / ML Engineer,"Python, Spark, Delta Lake, dbt, SQL, Databricks",Japan,bharat-alpha,None,High,Databricks Japan is actively expanding; candidate's Databricks skill is a direct match; English-first working environment; known HSFP sponsor through global HR; strong data engineering demand.,AI Research Batch 006,Yes,Unknown
Confluent Japan,https://www.confluent.io,https://careers.confluent.io,Japan,Tokyo,Data & Analytics,Streaming Data Platform,Scaleup,1001-5000,International Hirer,Hybrid,Yes,Unknown,Japan,Data Engineer / Solutions Engineer / Backend Engineer,"Python, Java, Kafka, Kubernetes, Spring Boot, Flink",Japan,"bharat-alpha,masova-platform",None,High,Confluent Japan is growing its GTM and engineering presence; Kafka and Spring Boot stack directly matches masova-platform; English working environment; known HSFP sponsor.,AI Research Batch 006,Yes,Unknown
Chatwork,https://corp.chatwork.com,https://corp.chatwork.com/ja/recruit,Japan,Fukuoka,SaaS,Business Messaging SaaS,Public,501-1000,HSFP Friendly,Hybrid,Yes,Unknown,Japan,Data Engineer / Backend Engineer / ML Engineer,"PHP, Go, Python, AWS, MySQL, dbt",Japan,workforceguardai,Japanese (Learning),High,Chatwork is a TSE-listed Japanese business messaging SaaS with HQ in Fukuoka; active HSFP sponsor; growing data engineering team; Fukuoka Startup ecosystem company.,AI Research Batch 006,Yes,Unknown
Wovn Technologies,https://wovn.io,https://wovn.io/careers,Japan,Fukuoka,SaaS,Website Localisation SaaS,Startup,51-200,HSFP Friendly,Remote,Yes,Unknown,Japan,Backend Engineer / Data Engineer,"Python, Ruby on Rails, GCP, PostgreSQL, Redis",Japan,bharat-alpha,None,High,Wovn.io is a Fukuoka-based website localisation SaaS with English-speaking culture; HSFP-eligible startup; fully remote-friendly; active international hiring track record.,AI Research Batch 006,Yes,Unknown
GIG (Fukuoka),https://giginc.co.jp,https://giginc.co.jp/recruit,Japan,Fukuoka,MarTech,Freelance Platform & Web Production,Startup,51-200,HSFP Friendly,Remote,Unknown,Unknown,Japan,Data Engineer / Backend Engineer,"Python, PHP, AWS, MySQL",Japan,workforceguardai,Japanese (Learning),Medium,GIG is a Fukuoka-based startup operating a freelance matching platform and web production services; part of Fukuoka Startup Café ecosystem; growing data function; HSFP-eligible.,AI Research Batch 006,Yes,Unknown
Yper,https://yper.co.jp,https://yper.co.jp/recruit,Japan,Fukuoka,LogiTech,Last-mile Delivery Tech,Startup,51-200,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Backend Engineer / Data Engineer,"Python, Go, GCP, Kubernetes, PostgreSQL",Japan,masova-platform,Japanese (Learning),Medium,Yper is a Fukuoka logistics technology startup; part of Fukuoka Startup Café ecosystem; event-driven backend stack; GCP-native; HSFP-eligible employer.,AI Research Batch 006,Yes,Unknown
Miidas,https://miidas.jp,https://miidas.jp/recruit,Japan,Fukuoka,HRTech,AI Job Matching Platform,Startup,51-200,HSFP Friendly,Hybrid,Unknown,Unknown,Japan,Data Engineer / ML Engineer / Backend Engineer,"Python, AWS, PostgreSQL, scikit-learn",Japan,workforceguardai,Japanese (Learning),Medium,Miidas is a Fukuoka HRTech startup providing AI-powered job matching and market value assessment; workforceguardai HR analytics theme directly aligned; Fukuoka Startup Café ecosystem.,AI Research Batch 006,Yes,Unknown
Feedforce,https://www.feedforce.jp,https://www.feedforce.jp/recruit,Japan,Fukuoka,MarTech,Data Feed & eCommerce Marketing SaaS,Scaleup,201-500,HSFP Friendly,Remote,Unknown,Unknown,Japan,Data Engineer / Backend Engineer,"Ruby on Rails, Python, GCP, BigQuery, dbt",Japan,bharat-alpha,Japanese (Learning),Medium,Feedforce is a Fukuoka-based data feed automation SaaS for eCommerce marketing; dbt and GCP stack matches candidate; Fukuoka ecosystem company; remote-friendly; HSFP-eligible.,AI Research Batch 006,Yes,Unknown
Together AI,https://www.together.ai,https://www.together.ai/careers,USA,San Francisco CA,AI Infrastructure,LLM Inference Platform,Scaleup,51-200,YC,Remote,Yes,Unknown,USA,ML Engineer / Backend Engineer / Platform Engineer,"Python, FastAPI, CUDA, Kubernetes, Ray, GCP",USA,eu-ai-assurance-os,None,High,Together AI is a YC-backed LLM inference and fine-tuning platform; strong H1B track record as YC alumni; hires internationally; Python/FastAPI stack aligns directly; AI infra theme matches eu-ai-assurance-os.,AI Research Batch 007,Yes,Unknown
Anyscale,https://www.anyscale.com,https://www.anyscale.com/careers,USA,San Francisco CA,AI Infrastructure,Distributed ML Platform,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Platform Engineer / Data Engineer / ML Engineer,"Python, Ray, Kubernetes, GCP, AWS, FastAPI",USA,eu-ai-assurance-os,None,High,Anyscale builds the Ray distributed computing platform powering ML workloads at scale; Series C funded; strong H1B sponsor history; Python/GCP stack match; AI infra directly aligned.,AI Research Batch 007,Yes,Unknown
Modal Labs,https://modal.com,https://modal.com/careers,USA,New York NY,AI Infrastructure,Serverless GPU Compute,Startup,11-50,Startup,Remote,Yes,Unknown,USA,Backend Engineer / Infrastructure Engineer,"Python, Kubernetes, gVisor, GCP",USA,eu-ai-assurance-os,None,High,Modal Labs is a NYC-based serverless GPU compute platform; YC W21 alumni; strong H1B track record; Python-first platform; AI infra theme; actively hiring engineers.,AI Research Batch 007,Yes,Unknown
Baseten,https://www.baseten.co,https://www.baseten.co/careers,USA,San Francisco CA,AI Infrastructure,Model Deployment Platform,Startup,51-200,YC,Remote,Yes,Unknown,USA,ML Infrastructure Engineer / Backend Engineer,"Python, FastAPI, Kubernetes, AWS, Terraform",USA,eu-ai-assurance-os,None,High,Baseten is a YC-backed model inference and deployment platform; FastAPI and Python stack exact match; Series B funded; YC H1B sponsorship track record; AI infra theme.,AI Research Batch 007,Yes,Unknown
Replicate,https://replicate.com,https://replicate.com/careers,USA,San Francisco CA,AI Infrastructure,ML Model Hosting,Startup,51-200,YC,Remote,Yes,Unknown,USA,Backend Engineer / ML Infrastructure Engineer,"Python, Go, Kubernetes, GCP, Cog",USA,eu-ai-assurance-os,None,High,Replicate is a YC-backed platform for running ML models via API; Series B funded; YC alumni H1B track record; Python and GCP stack aligns; AI infra matches candidate differentiators.,AI Research Batch 007,Yes,Unknown
